longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-118.24,33.96,34,1724,432,1876,416,2.1078,<1H OCEAN
-119.08,35.32,8,11609,2141,5696,2100,5.0012,INLAND
-119.29,34.28,38,2387,748,1537,741,2.3147,NEAR OCEAN
-118.26,34.01,47,1269,323,1628,325,1.5089,<1H OCEAN
-122.14,37.44,52,3117,468,1114,421,6.6756,NEAR BAY
-117.13,32.58,27,2511,615,1427,576,3.1645,NEAR OCEAN
-119.67,36.33,19,1241,244,850,237,2.9375,INLAND
-122.43,37.81,39,3275,837,1137,725,3.7679,NEAR BAY
-121.39,38.63,30,2930,739,1661,668,2.7813,INLAND
-118.36,33.86,37,1768,314,802,290,5.0784,<1H OCEAN
-118.33,33.92,23,969,288,670,251,3.267,<1H OCEAN
-118.79,34.14,7,3003,504,1143,466,5.8548,NEAR OCEAN
-117.82,34.13,27,3770,573,1606,562,6.1321,INLAND
-114.57,33.57,20,1454,326,624,262,1.925,INLAND
-118.08,34.13,46,1238,147,377,145,8.4546,INLAND
-117.72,34.1,32,3241,895,1592,810,2.4952,INLAND
-118.25,33.91,36,1950,365,1125,374,3.1111,<1H OCEAN
-121.71,38.56,20,8627,1516,4071,1466,4.2198,INLAND
-122.02,38.02,44,1465,247,817,237,4.8693,NEAR BAY
-122.08,37.39,4,2292,,1050,584,4.8036,NEAR BAY
-117.16,32.74,27,2335,604,982,590,3.1921,NEAR OCEAN
-118.37,34.24,40,1283,246,594,236,4.1121,<1H OCEAN
-118.31,34,47,1551,362,1329,322,1.9792,<1H OCEAN
-120.48,37.29,17,2266,693,3200,664,1.5635,INLAND
-122.54,37.99,32,2236,348,818,330,7.3521,NEAR BAY
-117.11,32.79,16,2574,771,1129,721,3.3849,NEAR OCEAN
-118.34,34.04,35,2345,607,2042,565,2.5955,<1H OCEAN
-120.44,34.93,15,868,244,1133,253,2.0995,<1H OCEAN
-118.54,34.23,29,1753,342,1318,333,4.125,<1H OCEAN
-117.05,32.76,37,4879,906,2076,871,3.6625,NEAR OCEAN
-122.04,36.97,30,2695,424,1098,420,5.3972,NEAR OCEAN
-122.53,38.01,27,3121,531,1318,489,5.4781,NEAR BAY
-118.39,34.16,20,4084,1062,1637,987,3.2388,<1H OCEAN
-118.2,34.12,52,1580,426,1462,406,3.3326,<1H OCEAN
-122.43,37.64,42,4091,757,1861,771,4.207,NEAR OCEAN
-116.88,34.08,52,3419,777,710,265,3.9028,INLAND
-122.09,37.41,8,1480,414,856,445,2.8203,NEAR BAY
-121.9,37.3,39,3627,666,1531,635,4.537,<1H OCEAN
-122.78,38.44,14,4143,656,1569,629,3.9766,<1H OCEAN
-122.31,38.34,19,4187,684,1827,605,4.5293,NEAR BAY
-117.74,34.02,33,2318,464,1904,451,3.7454,INLAND
-122.01,37.93,25,2652,335,1062,334,7.5898,NEAR BAY
-118.85,34.21,29,2195,414,1360,401,3.4773,<1H OCEAN
-122.37,38.33,29,1868,291,764,284,4.825,NEAR BAY
-118.11,34.07,19,3215,907,3072,870,2.3393,<1H OCEAN
-121.28,38.7,15,5828,1051,2868,1037,3.7813,INLAND
-118.1,34.08,37,2894,659,1977,636,2.543,<1H OCEAN
-120.07,36.96,32,1268,283,549,273,1.4511,INLAND
-118.37,33.95,32,1067,286,1053,277,2.8438,<1H OCEAN
-122.42,37.8,52,3823,1040,1830,977,4.2458,NEAR BAY
-118.7,34.3,23,2831,406,1284,393,6.1383,<1H OCEAN
-117.12,32.57,35,1450,256,930,286,2.6715,NEAR OCEAN
-122.42,37.8,52,3067,870,2122,850,2.5603,NEAR BAY
-119.25,35.78,27,1513,342,1346,323,2.7411,INLAND
-122.66,39.02,16,3715,810,943,510,1.7446,INLAND
-118.45,33.99,52,1010,244,573,242,4.1861,<1H OCEAN
-117.61,34.08,12,4427,,2400,843,4.7147,INLAND
-117.96,33.93,15,2014,419,839,390,4.7446,<1H OCEAN
-115.73,32.8,44,472,81,206,57,2.2083,INLAND
-118.12,34.1,34,2918,555,1435,568,4.2344,<1H OCEAN
-117.96,33.65,18,3603,879,1549,756,4.0229,<1H OCEAN
-118.57,34.2,33,1759,311,943,315,5.223,<1H OCEAN
-119.02,35.41,41,2221,516,1106,473,1.97,INLAND
-119.06,35.33,14,5264,1064,3278,1049,3.8117,INLAND
-122.44,37.77,52,3505,745,1374,714,4.3667,NEAR BAY
-117.15,32.91,14,1259,238,889,247,4.9464,<1H OCEAN
-118.44,34.29,30,1632,401,1357,401,3.1588,<1H OCEAN
-119.8,36.02,20,156,39,171,37,3.05,INLAND
-119.77,36.78,36,3616,779,1994,786,2.5434,INLAND
-118.28,33.97,38,1819,497,2110,499,1.6027,<1H OCEAN
-118.4,34.05,26,4473,923,1518,805,5.0762,<1H OCEAN
-122.07,37.57,8,8647,1407,5019,1379,6.5615,NEAR BAY
-121.56,39.08,26,1377,289,761,267,1.4934,INLAND
-121.98,37.54,17,5133,1375,3386,1339,3.1326,<1H OCEAN
-122.29,38.3,52,144,54,89,48,1.0096,NEAR BAY
-118.15,33.9,20,2850,737,1855,662,2.809,<1H OCEAN
-122.04,37.34,28,3081,460,1260,461,7.5372,<1H OCEAN
-118.49,34.27,34,4877,815,2521,781,5.5714,<1H OCEAN
-117.12,32.74,46,1898,441,978,439,3.2708,NEAR OCEAN
-118.95,35.38,35,2220,388,906,373,3.5938,INLAND
-122.08,37.4,23,806,158,373,156,5.9291,NEAR BAY
-118.26,33.88,40,519,102,330,95,3.0972,<1H OCEAN
-119.76,36.79,32,2463,468,1261,486,3.3281,INLAND
-118.25,33.98,39,1553,461,2271,437,1.7378,<1H OCEAN
-118.98,35.38,24,1807,465,1460,410,1.4786,INLAND
-118.92,35.13,29,1297,262,909,253,1.9236,INLAND
-118.21,33.8,44,1387,280,984,302,4.25,NEAR OCEAN
-118.27,34.15,7,2837,776,2287,736,3.008,<1H OCEAN
-119.96,35.99,25,1047,270,1505,286,2.0976,INLAND
-118,34.15,48,3436,673,1540,648,4.275,INLAND
-122.46,37.71,45,1799,394,1436,389,3.65,NEAR OCEAN
-121.32,38.67,31,2532,479,1396,467,4.0417,INLAND
-118.07,33.96,30,928,230,913,214,2.6991,<1H OCEAN
-117,32.77,35,2114,317,881,320,5.5,<1H OCEAN
-121.99,37.54,18,3584,715,1673,661,3.9444,<1H OCEAN
-121.19,38.04,35,703,117,290,107,3.225,INLAND
-118.56,34.21,13,8327,1849,4126,1773,3.7313,<1H OCEAN
-116.92,32.82,16,2784,468,1458,465,4.0048,<1H OCEAN
-122.2,37.78,50,1867,403,1128,378,2.5401,NEAR BAY
-122.41,37.71,28,5015,1240,3900,1029,1.2269,NEAR BAY
-122.07,37.64,22,5861,1516,5436,1463,2.5158,NEAR BAY
-118.23,33.95,37,2667,671,2865,683,0.6831,<1H OCEAN
-118.01,33.76,35,2072,349,1249,317,3.9855,<1H OCEAN
-118.37,33.99,36,3228,543,1305,520,5.1695,<1H OCEAN
-118.27,33.95,34,1261,315,1027,303,2.2946,<1H OCEAN
-121.33,38.65,24,3533,741,1496,723,2.8106,INLAND
-122.18,37.76,52,754,175,447,165,3.9063,NEAR BAY
-121.97,37.28,27,2427,403,1301,438,5.0385,<1H OCEAN
-117.5,34,15,1929,317,1237,316,4.4063,INLAND
-124.1,40.9,18,4032,798,1948,775,2.7321,NEAR OCEAN
-116.43,33.81,8,6710,1343,2069,781,3.5223,INLAND
-120.76,38.47,17,1521,309,607,240,3.5,INLAND
-118.41,34.17,35,2027,428,879,402,4.692,<1H OCEAN
-122.83,38.4,37,2217,451,1019,428,3.1217,<1H OCEAN
-118.46,34.4,12,25957,4798,10475,4490,4.542,<1H OCEAN
-122.19,37.71,36,361,69,158,58,5.5461,NEAR BAY
-119.91,37.23,17,2171,389,1042,375,3.625,INLAND
-121.92,37.3,36,2088,358,772,347,4.2762,<1H OCEAN
-117.26,32.95,22,5484,1227,1947,1012,4.4375,NEAR OCEAN
-119.01,35.37,33,821,181,579,172,1.2469,INLAND
-117.67,33.49,15,2782,579,983,525,2.1935,<1H OCEAN
-117.81,35.65,19,1124,290,598,261,1.8984,INLAND
-118.42,33.98,3,475,155,236,153,3.6667,<1H OCEAN
-122.4,37.76,52,1495,311,506,275,4.4375,NEAR BAY
-119.84,36.81,18,2789,378,937,364,7.7062,INLAND
-121.43,37.75,42,1207,278,699,279,3.3611,INLAND
-118.22,34.09,36,1427,415,1835,410,2.48,<1H OCEAN
-117.04,32.55,15,2206,648,2511,648,1.6348,NEAR OCEAN
-117.14,33.15,16,1129,198,758,178,5.0346,<1H OCEAN
-117.94,34.04,36,1431,354,1367,334,3.5592,<1H OCEAN
-117.93,34.57,5,5613,1060,3569,999,3.1946,INLAND
-118.37,34.16,25,2450,618,1054,578,3.6375,<1H OCEAN
-117.1,34.21,22,4397,931,1145,445,4.5268,INLAND
-122.42,40.44,16,994,,495,181,2.1875,INLAND
-121.47,38.54,47,2085,464,1346,402,1.2679,INLAND
-118.14,34.08,30,1433,397,1110,346,2.3464,<1H OCEAN
-118.39,34.23,18,3405,831,3001,795,3.0083,<1H OCEAN
-121.41,38.69,28,1601,308,848,305,3.6429,INLAND
-123.8,39.44,33,2024,459,1019,422,1.9208,<1H OCEAN
-117.71,33.54,7,4907,577,1883,556,10.4415,<1H OCEAN
-121.5,38.56,46,2646,645,1684,616,1.128,INLAND
-117.24,32.75,36,2831,669,1279,660,2.9896,NEAR OCEAN
-118.26,33.82,28,5091,1074,4753,1033,3.6477,<1H OCEAN
-117.95,33.71,16,6058,1715,3285,1495,3.4133,<1H OCEAN
-117.24,32.75,41,1989,514,1015,489,2.79,NEAR OCEAN
-121.35,38.04,12,6217,1019,3771,961,3.7206,INLAND
-117.57,33.88,39,679,164,769,179,2.3036,INLAND
-117.24,32.94,12,2165,437,792,386,5.2648,NEAR OCEAN
-121.63,39.12,34,1991,348,804,344,3.4492,INLAND
-117.9,33.8,27,2176,442,1440,418,4.375,<1H OCEAN
-122.01,38.26,12,4132,710,2087,633,4.5987,INLAND
-118.44,34.17,29,2685,642,1085,599,3.2763,<1H OCEAN
-117.92,33.9,13,1814,320,1010,313,6.3489,<1H OCEAN
-122.64,38.01,36,1336,258,678,249,5.5789,NEAR OCEAN
-119.97,36.44,18,1128,237,772,220,2.1771,INLAND
-117.95,33.79,34,2912,520,1625,501,4.4667,<1H OCEAN
-118.05,33.84,21,4890,653,2295,654,6.983,<1H OCEAN
-121.26,37.95,44,819,184,677,183,1.725,INLAND
-118.96,37.64,11,3934,697,901,345,4.2381,INLAND
-121.64,39.11,18,3212,542,1817,508,3.3793,INLAND
-117.12,32.76,28,2160,608,1339,571,1.9152,NEAR OCEAN
-116.92,32.86,11,2204,518,1472,497,2.3693,<1H OCEAN
-118.83,34.33,6,6679,1164,3196,1157,5.4493,<1H OCEAN
-122.39,37.78,3,3464,1179,1441,919,4.7105,NEAR BAY
-117.25,32.73,38,1840,291,633,283,4.9125,NEAR OCEAN
-120.84,35.3,15,2062,327,781,316,4.9359,NEAR OCEAN
-117.98,33.7,17,1997,340,952,341,4.4148,<1H OCEAN
-122.24,37.77,52,1153,235,481,223,2.6411,NEAR BAY
-121.36,38.66,22,2878,599,1362,541,2.7955,INLAND
-122.5,37.92,32,2639,415,1013,408,6.1632,NEAR BAY
-120.84,37.48,10,2874,612,1960,596,2.7381,INLAND
-118.31,33.88,21,1490,430,686,400,2.3812,<1H OCEAN
-118.09,34.68,4,23386,4171,10493,3671,4.0211,INLAND
-119.23,35.77,26,2636,468,1416,485,4.1917,INLAND
-118.32,34.19,37,1519,331,613,315,3.0179,<1H OCEAN
-118.52,34.22,35,1275,222,959,226,5.0282,<1H OCEAN
-118.3,34.1,25,3926,1715,4865,1612,1.6112,<1H OCEAN
-121.25,36.32,12,4776,1082,4601,1066,2.9184,<1H OCEAN
-118.15,33.94,36,1948,341,992,363,4.2594,<1H OCEAN
-117.43,34.01,34,2101,426,1150,377,3.0909,INLAND
-122.56,37.9,48,1550,253,641,276,8.634,NEAR BAY
-120.84,37.51,20,1901,313,1258,320,3.8958,INLAND
-118.28,34.06,52,936,454,990,354,1.1122,<1H OCEAN
-119.17,34.15,18,2509,688,3129,677,2.6098,NEAR OCEAN
-122.04,37.35,28,1582,264,696,270,5.678,<1H OCEAN
-122.28,37.87,52,1813,353,828,339,3.5625,NEAR BAY
-118.06,33.91,24,4880,1044,4516,1050,4.1387,<1H OCEAN
-118.47,34.15,43,804,117,267,110,8.2269,<1H OCEAN
-118.48,34.04,47,1956,277,724,277,8.9616,<1H OCEAN
-117.08,32.76,27,1221,254,606,259,3.0833,NEAR OCEAN
-118.71,34.3,20,1586,187,699,209,6.5483,<1H OCEAN
-118.2,34.04,18,796,227,547,218,1.0333,<1H OCEAN
-122.04,37.88,32,3250,550,1230,557,4.6424,NEAR BAY
-117.76,33.83,15,3086,457,1262,436,6.4415,<1H OCEAN
-117.11,33.74,18,4799,1035,1966,944,2.1182,INLAND
-122.22,37.84,50,2935,473,1031,479,7.5,NEAR BAY
-115.37,32.82,30,1602,322,1130,335,3.5735,INLAND
-118.11,34.16,52,3158,459,1229,444,5.4223,INLAND
-116.76,34.23,10,4374,989,1020,376,2.6071,INLAND
-122.12,37.42,36,2607,551,1165,523,5.1524,NEAR BAY
-117.23,32.78,35,1649,355,746,360,4.6293,NEAR OCEAN
-118.44,34.19,19,3487,959,2278,835,2.6709,<1H OCEAN
-120.9,37.64,26,1762,418,855,308,1.6767,INLAND
-117.27,34.05,34,1703,395,849,359,3.1607,INLAND
-120.85,37.06,31,2609,645,1796,629,1.5479,INLAND
-116.99,32.7,15,3660,622,2629,612,4.0444,NEAR OCEAN
-121.6,39.15,19,1396,336,940,309,1.5208,INLAND
-117.32,34.55,18,279,59,188,60,0.8246,INLAND
-121.47,38.49,17,3595,790,2760,770,2.3233,INLAND
-118.45,34.23,15,5738,1767,4620,1581,2.3584,<1H OCEAN
-118.08,34.12,27,1685,341,757,317,4.2434,<1H OCEAN
-117.96,33.94,31,2397,518,1407,476,2.6641,<1H OCEAN
-118.14,34.06,27,5257,1082,3496,1036,3.3906,<1H OCEAN
-118.88,34.17,15,4260,,1701,669,5.1033,<1H OCEAN
-117.23,33.77,5,2108,496,1666,461,2,INLAND
-117.88,33.85,26,3924,781,2332,725,3.7772,<1H OCEAN
-121.3,38.03,13,1014,200,712,197,3.1471,INLAND
-117.9,33.99,18,8076,1789,5325,1707,3.443,<1H OCEAN
-117.24,32.74,44,1488,259,667,281,4.0862,NEAR OCEAN
-124.18,40.78,33,1076,222,656,236,2.5096,NEAR OCEAN
-118.1,33.91,35,1592,335,1238,320,4.9732,<1H OCEAN
-122.06,37.77,12,14316,2045,5781,2007,7.2634,NEAR BAY
-121.68,39.15,14,2774,451,1292,428,4.3833,INLAND
-117.14,32.7,32,1280,353,1335,330,1.6023,NEAR OCEAN
-117.02,32.76,15,1204,326,543,326,1.0278,<1H OCEAN
-117.86,33.62,17,2975,371,1247,398,10.1989,<1H OCEAN
-117.13,32.79,35,1362,243,698,255,3.6458,NEAR OCEAN
-118.2,34.04,52,1249,307,1223,297,2.07,<1H OCEAN
-120.57,38.2,13,4110,847,1796,706,2.6417,INLAND
-118.17,33.96,25,2249,681,2621,628,2.3,<1H OCEAN
-117.74,33.46,9,6564,1316,1720,904,4.89,<1H OCEAN
-117.18,34.54,5,3772,619,2097,635,3.8194,INLAND
-118.42,34.18,40,1013,150,449,166,5.7143,<1H OCEAN
-119.69,34.38,39,1383,459,677,362,2.25,NEAR OCEAN
-117.27,33.03,19,2899,499,1356,512,4.87,NEAR OCEAN
-118.41,34.25,36,1146,259,1173,272,3.6016,<1H OCEAN
-118.66,34.02,23,8798,1465,2750,1208,8.7364,NEAR OCEAN
-122.15,37.74,43,1383,275,853,272,3.5083,NEAR BAY
-120.85,37.49,39,2840,733,2606,737,1.9429,INLAND
-118.29,34.17,12,2238,682,1882,611,2.9,<1H OCEAN
-122.7,38.43,28,1585,412,1362,424,1.6685,<1H OCEAN
-117.76,33.86,14,3666,442,1400,433,10.1316,<1H OCEAN
-122.58,38.15,9,1302,177,682,190,7.5,<1H OCEAN
-118.32,34.04,39,2965,812,2638,794,2.532,<1H OCEAN
-120.46,36.87,20,1287,310,954,269,1.3386,INLAND
-117.92,33.7,15,3201,,1510,622,4.2708,<1H OCEAN
-121.59,39.39,22,2515,482,1284,462,2.1776,INLAND
-117.94,34.02,27,5026,955,3899,930,3.871,<1H OCEAN
-120.45,34.94,26,1058,232,891,243,3.6422,<1H OCEAN
-117.12,32.76,23,2681,717,1279,648,2.1597,NEAR OCEAN
-117.34,34,27,321,64,214,67,3.175,INLAND
-118.05,34.1,30,2143,427,1107,416,4.2321,INLAND
-118.19,33.82,19,2953,895,1914,855,3.5521,NEAR OCEAN
-117.38,34.06,17,3139,569,1612,516,3.3571,INLAND
-121.27,37.97,39,1023,243,550,224,1.1141,INLAND
-122.18,39.75,30,4157,834,1885,774,1.6948,INLAND
-118.49,34.03,32,3851,900,1456,836,4.5208,<1H OCEAN
-117.68,33.54,5,2840,403,1363,403,7.618,<1H OCEAN
-122.92,39.05,38,3131,624,1591,568,2.5457,INLAND
-120,38.92,26,529,116,191,83,3.5,INLAND
-121.2,37.79,36,866,160,502,149,2.4798,INLAND
-117.3,34.11,42,525,111,444,120,2.6771,INLAND
-118.38,33.86,24,3124,560,1312,542,6.3021,<1H OCEAN
-117.01,33.75,15,2873,903,1094,659,1.8015,INLAND
-118.04,33.99,47,2530,565,1262,509,3.6475,<1H OCEAN
-121.25,38.69,24,1014,185,606,194,4.1607,INLAND
-122.09,37.65,35,1130,192,543,184,4.3897,NEAR BAY
-121.26,37.96,43,940,208,690,181,2.3056,INLAND
-117.35,33.97,27,3960,886,2807,838,3.024,INLAND
-118.2,33.91,36,2283,499,1836,462,2.8793,<1H OCEAN
-118.46,34.02,46,2571,502,1225,501,6.0436,<1H OCEAN
-118.32,33.94,37,1487,296,863,291,3.1563,<1H OCEAN
-118.25,33.8,36,1697,394,1274,396,3.35,<1H OCEAN
-119.75,36.75,49,2331,460,1290,477,2.5111,INLAND
-122.24,38.14,15,8479,1759,5008,1646,3.724,NEAR BAY
-119.05,36.07,21,2472,523,1238,504,1.7756,INLAND
-120.82,37.49,25,1611,285,882,261,3.5547,INLAND
-121.96,37.06,16,1321,224,650,206,6.3258,NEAR OCEAN
-122.13,37.45,37,1287,197,510,206,7.9029,NEAR BAY
-118.05,33.82,25,1548,279,732,265,5.123,<1H OCEAN
-122.03,38.25,13,3334,541,1923,538,4.0905,INLAND
-121.94,37.33,36,1893,359,797,360,3.6818,<1H OCEAN
-118,33.73,26,2236,280,809,282,6.7395,<1H OCEAN
-118.32,33.89,44,1300,252,695,249,5.1669,<1H OCEAN
-122.05,37.95,22,5175,1213,2804,1091,2.85,NEAR BAY
-118.23,34.16,31,3105,582,1359,547,5.1718,<1H OCEAN
-121.46,38.61,43,705,178,464,159,2.4205,INLAND
-117.14,32.71,52,800,313,1337,282,1.5594,NEAR OCEAN
-122.46,37.71,47,1527,283,1102,282,4,NEAR OCEAN
-121.49,38.53,40,2966,536,1225,505,3.125,INLAND
-118.49,34.22,30,1756,314,899,288,5.0325,<1H OCEAN
-122.03,37.69,20,200,25,83,31,6.5,NEAR BAY
-117.62,33.77,43,1911,439,930,433,4.6369,<1H OCEAN
-118.07,34.12,30,2201,559,1194,531,4.1136,INLAND
-118.1,33.96,36,2013,435,1476,475,3.9549,<1H OCEAN
-118.36,34.03,43,1690,379,1017,359,2.1078,<1H OCEAN
-117.27,34.17,16,30,3,49,8,4.625,INLAND
-121.62,36.63,52,1437,298,836,257,3.6286,<1H OCEAN
-118.53,34.26,18,3674,,1590,550,8.176,<1H OCEAN
-118.52,34.04,47,1985,315,819,340,6.5147,<1H OCEAN
-122.4,37.73,42,1413,406,1027,362,2.3625,NEAR BAY
-117.84,33.66,5,1688,430,857,402,3.7857,<1H OCEAN
-122,37.96,28,4071,713,2033,647,4.5833,INLAND
-118.29,33.96,36,1717,417,902,368,1.4868,<1H OCEAN
-121.53,39.53,35,1806,293,683,295,4.5156,INLAND
-121.99,37.34,27,3353,653,1571,621,5.273,<1H OCEAN
-122.23,40.2,17,762,138,322,139,4.2917,INLAND
-117.25,32.73,37,2224,331,821,341,6.3331,NEAR OCEAN
-118.38,33.81,41,1889,301,802,278,6.015,NEAR OCEAN
-122,37.28,35,3133,541,1449,555,5.7295,<1H OCEAN
-118.19,33.79,29,3497,1096,2994,919,1.8109,NEAR OCEAN
-118.26,33.94,45,1080,218,850,237,2.25,<1H OCEAN
-117.64,33.88,13,8010,1366,3920,1309,5.536,<1H OCEAN
-122.41,37.61,43,1934,303,847,300,4.7381,NEAR OCEAN
-117.87,33.87,7,2663,642,1367,677,4.6563,<1H OCEAN
-116.47,33.84,3,9169,1512,3838,1270,4.3111,INLAND
-118.47,34.19,41,1104,196,495,196,5.0929,<1H OCEAN
-119.84,34.44,28,977,162,537,159,4.2404,NEAR OCEAN
-120.44,34.65,30,2265,512,1402,471,1.975,NEAR OCEAN
-118.1,33.9,37,796,175,740,183,3.6,<1H OCEAN
-118.25,33.93,42,763,191,754,174,2.0486,<1H OCEAN
-117.07,32.63,37,2372,444,1056,419,3.7583,NEAR OCEAN
-122.33,38.33,15,3193,468,1303,426,5.3017,NEAR BAY
-118.37,34.04,43,1465,278,727,290,4.0781,<1H OCEAN
-121.88,37.39,13,3334,565,2240,561,7.105,<1H OCEAN
-121.22,37.72,34,2123,387,1310,368,2.6368,INLAND
-121.29,36.9,17,3610,593,1734,559,5.8324,INLAND
-122.96,38.42,50,2530,524,940,361,2.9375,<1H OCEAN
-121.84,37.32,14,5762,1538,3979,1389,3.6953,<1H OCEAN
-119.56,36.09,14,1267,290,1077,279,1.85,INLAND
-117.13,32.91,16,2715,581,1619,584,4,<1H OCEAN
-118.99,35.4,43,2225,392,890,374,4.0208,INLAND
-118.04,33.83,20,1488,312,972,283,4.055,<1H OCEAN
-121.95,36.61,31,1736,250,497,170,6.3835,NEAR OCEAN
-122.29,37.48,15,5480,892,2009,831,7.4678,NEAR OCEAN
-122.3,37.52,38,2769,387,994,395,5.5902,NEAR OCEAN
-122.34,37.93,30,2515,481,1327,428,2.1287,NEAR BAY
-117.33,34.03,18,2342,402,1264,382,4.7986,INLAND
-122.5,37.76,52,2018,422,1142,463,3.7083,NEAR OCEAN
-121.03,37.69,5,4034,771,1967,742,3.8065,INLAND
-118.28,33.74,16,855,271,486,250,0.7591,NEAR OCEAN
-118.1,33.82,36,1930,354,915,328,5.2713,<1H OCEAN
-121.37,38.01,15,2430,315,1016,314,10.0088,INLAND
-118.2,34.2,44,2890,438,1219,429,6.987,<1H OCEAN
-121.84,36.61,26,2902,761,2258,719,2.5663,<1H OCEAN
-119.52,34.4,20,1834,477,1305,417,3.2125,NEAR OCEAN
-117.98,34,22,3632,538,1968,566,6.019,<1H OCEAN
-118.42,37.36,18,2281,520,1425,465,1.7388,INLAND
-115.54,32.98,27,1513,395,1121,381,1.9464,INLAND
-122.36,37.95,40,408,102,302,81,1.8333,NEAR BAY
-117.29,32.92,25,2355,381,823,358,6.8322,NEAR OCEAN
-116.25,33.75,33,278,91,375,81,2.025,INLAND
-117.34,33.98,10,17286,4952,9851,4616,1.7579,INLAND
-119.78,36.27,29,1871,315,1066,309,4.5714,INLAND
-120.1,39.33,9,2738,510,1193,412,4.3958,INLAND
-122.04,37.96,16,2913,723,1705,693,2.9097,NEAR BAY
-117.91,33.65,19,1589,421,1118,394,4.1029,<1H OCEAN
-118.99,34.23,9,10618,1617,4830,1606,6.6246,<1H OCEAN
-119.27,34.29,32,2274,406,982,393,5.3254,NEAR OCEAN
-118.32,34.03,50,1845,349,1109,335,2.8971,<1H OCEAN
-117.2,33.2,16,4409,629,1875,609,5.543,<1H OCEAN
-117.81,33.71,16,2666,387,1227,347,7.3769,<1H OCEAN
-118.31,33.98,52,1837,426,1062,343,2,<1H OCEAN
-122.3,37.88,46,1647,376,854,355,2.9,NEAR BAY
-118.65,34.18,26,4607,656,1769,643,7.4918,<1H OCEAN
-118.39,34.01,25,1101,285,543,294,2.3571,<1H OCEAN
-117.94,33.65,20,5476,1073,2327,963,5.6637,<1H OCEAN
-122.28,37.5,33,6499,998,2694,957,7.4787,NEAR OCEAN
-121.96,37.81,12,6488,778,2404,765,8.3188,<1H OCEAN
-122.43,37.8,52,2802,622,954,572,4.5399,NEAR BAY
-119.77,36.79,34,2679,460,1141,470,3.2642,INLAND
-122.41,40.58,35,2072,385,1029,375,2.8512,INLAND
-118.14,34.03,44,2003,390,1291,392,4.0625,<1H OCEAN
-119.45,36.35,22,1824,333,1076,282,2.3365,INLAND
-118.46,34,36,1392,260,679,247,4.7344,<1H OCEAN
-122.24,40.45,27,1804,321,782,300,3.5978,INLAND
-117.25,32.78,21,1479,484,658,384,2.45,NEAR OCEAN
-121.29,38.14,34,1500,337,674,282,2.515,INLAND
-118.84,34.16,18,6075,1056,2571,1018,5.22,<1H OCEAN
-120.47,37.29,16,749,222,1277,224,1.2054,INLAND
-122.8,38.37,26,1634,315,909,317,4.1731,<1H OCEAN
-117.08,32.62,28,2468,506,1353,522,3.0771,NEAR OCEAN
-119.71,34.41,18,1225,317,694,306,3.6823,NEAR OCEAN
-117.96,34.04,35,1141,212,924,212,3.1591,<1H OCEAN
-122.06,37.99,16,2445,469,721,474,2.8043,NEAR BAY
-121.25,38.14,16,1174,242,464,261,2.3,INLAND
-121.26,37.88,42,465,93,256,93,3.1719,INLAND
-122.28,40.5,21,2405,476,1197,412,2.6488,INLAND
-117.98,33.84,31,1252,225,714,226,4.6042,<1H OCEAN
-122.09,37.37,34,2165,355,776,339,5.2971,NEAR BAY
-118.08,33.93,34,1558,375,1179,337,3.2188,<1H OCEAN
-121.84,37.25,25,5939,989,3275,954,5.6488,<1H OCEAN
-115.56,32.78,29,1568,283,848,245,3.1597,INLAND
-117.37,33.7,8,4345,865,2425,785,3.2481,<1H OCEAN
-119.78,34.48,21,2377,322,1007,328,7.9248,NEAR OCEAN
-118.58,34.2,37,1389,252,826,249,5.015,<1H OCEAN
-119.22,34.26,16,2596,625,1403,562,3.4018,NEAR OCEAN
-122.09,37.39,34,1508,483,774,443,2.7279,NEAR BAY
-118.37,34.05,48,1266,234,539,222,4.005,<1H OCEAN
-119.24,36.33,9,3289,621,1866,631,3.1599,INLAND
-117.68,34.15,4,4082,578,1996,580,6.7813,INLAND
-117.78,34.11,23,7079,1381,3205,1327,3.0735,INLAND
-119.65,36.34,46,1730,337,752,323,1.8529,INLAND
-118.15,34.07,40,1072,204,940,200,3.125,<1H OCEAN
-121.75,36.91,52,1211,447,1102,392,1.6875,<1H OCEAN
-121.65,36.77,15,2191,358,1150,330,4.7969,<1H OCEAN
-117.75,33.61,17,2499,566,781,522,3.1779,<1H OCEAN
-117.41,33.94,22,4179,1081,2096,1013,2.4435,INLAND
-117.88,33.85,25,1234,351,507,285,2.3173,<1H OCEAN
-117.09,32.91,9,2012,316,802,289,6.5706,<1H OCEAN
-119.18,35.5,36,1253,259,932,249,2.1635,INLAND
-118.08,34.1,36,2679,548,1605,533,3.5313,<1H OCEAN
-118.15,34.2,37,1997,361,1037,363,3.7932,INLAND
-122.49,37.78,46,3304,792,1783,777,3.6148,NEAR BAY
-119.79,36.32,19,3252,614,1971,607,3.0667,INLAND
-117.66,34.09,23,1426,313,954,319,3.0357,INLAND
-122.29,37.81,50,760,190,377,122,0.9011,NEAR BAY
-118.27,33.79,26,2109,651,2120,605,2.1447,<1H OCEAN
-118.37,34.03,43,1350,287,811,307,3.3636,<1H OCEAN
-117.96,33.83,29,1194,176,474,170,6.1001,<1H OCEAN
